Faculdade de Araraquara (FARA),FARA,Rua Mahiba Barcha - 1169 Jardim das Flores,Araraquara,SP
FACULDADE DE ARTES DULCINA DE MORAES (FADM),FADM,Sds Bl C - 30/64 ASA SUL,Brasília,DF
FACULDADE DE AURIFLAMA (FAU),FAU,"Via de Acesso Sp 310 Arthur Fornazari Neto - Km 2,8 Limoeiro",Auriflama,SP
FACULDADE DE AVARÉ (IESA/FACCAA),IESA/FACCAA,RUA GOIAS - 1121 Centro,Avaré,SP
FACULDADE DE BALSAS (UNIBALSAS),UNIBALSAS,Br 230 Km 5 - s/n Fazenda Malidere 4,Balsas,MA
FACULDADE DE BARUERI (FCGB),FCGB,Estrada Dr. Cícero Borges de Moraes - 100 Jardim Regina Alice,Barueri,SP
FACULDADE DE BELÉM (FABEL),FABEL,Avenida Governador José Malcher - 1332 Nazaré,Belém,PA
FACULDADE DE BELO HORIZONTE (FDR),FDR,Rua Ubá - 396 Floresta,Belo Horizonte,MG
FACULDADE DE BIBLIOTECONOMIA E CIÊNCIA DA INFORMAÇÃO (FABCI),FABCI,Rua Dr. Cesário Mota Júnior - 262 Vila Buarque,São Paulo,SP
FACULDADE DE BOITUVA (FIB),FIB,Rodovia Sp 129 - Km 14 Campo de Boituva,Boituva,SP
Faculdade de Botucatu (FDB),FDB,Avenida Paula Vieira - 542 Vila Jahu,Botucatu,SP
Faculdade de Bragança (FABRA),FABRA,Rodovia Bragança/Viseu - 10 Riozinho,Bragança,PA
FACULDADE DE CAFELÂNDIA (FAC),FAC,Rodovia Pr 574 Km 03 - S/N Parque São Paulo,Cafelândia,PR
FACULDADE DE CAIEIRAS,-,Rua México - 100 Centro,Caieiras,SP
FACULDADE DE CALDAS NOVAS (UNICALDAS),UNICALDAS,"AVENIDA PORTAL DO LAGO, QUADRA 09 - 01 A 28 LOTEAMENTO PORTAL DO LAGO",Caldas Novas,GO
FACULDADE DE CAMPINA GRANDE (FAC-CG),FAC-CG,Rua Coronel Antonio Pessoa - 111 Centro,Campina Grande,PB
FACULDADE DE CAMPINA GRANDE DO SUL (FACSUL),FACSUL,Rua Duilio Calderari - 600 Jardim Paulista,Campina Grande do Sul,PR
FACULDADE DE CARIACICA (FAC DE CARIACICA),FAC DE CARIACICA,Rua Antônio Peixoto - 00 Vera Cruz,Cariacica,ES
FACULDADE DE CASCAVEL,-,Rua Rocha Pombo - 2.005 Região do Lago 4,Cascavel,PR
Faculdade de Castelo - Multivix Castelo (Multivix Castelo),Multivix Castelo,Avenida Nicanor Marques - 245 Centro,Castelo,ES
FACULDADE DE CIÊNCIA E EDUCAÇÃO DO CAPARAÓ (FACEC),FACEC,Avenida José Alexandre - 713 Centro,Guaçuí,ES
FACULDADE DE CIÊNCIA E TECNOLOGIA (FACITEC),FACITEC,Avenida Presidente Kennedy - 2300 Jardim Itália,Palotina,PR
FACULDADE DE CIÊNCIA E TECNOLOGIA DE MONTES CLAROS (FACIT),FACIT,Praça da Tecnologia - 77 Alto São João,Montes Claros,MG
FACULDADE DE CIÊNCIAS ADMINISTRATIVAS E DE TECNOLOGIA (FATEC),FATEC,Rua Governador Jorge Teixeira - 3.500 Setor Industrial,Porto Velho,RO
FACULDADE DE CIÊNCIAS AGRÁRIAS DE ANDRADINA (FCAA),FCAA,Rua Amazonas - 571 Sttela Maris,Andradina,SP
FACULDADE DE CIÊNCIAS AGRÁRIAS DE ARARIPINA (FACIAGRA),FACIAGRA,Avenida Florentino Alves Batista - S/N CENTRO,Araripina,PE
FACULDADE DE CIÊNCIAS AGRÁRIAS E EXATAS DE PRIMAVERA DO LESTE,-,Avenida Paulo Cezar Pereira Aranda - 241 Jardim Riva,Primavera do Leste,MT
FACULDADE DE CIÊNCIAS AGRO- AMBIENTAIS (FAGRAM),FAGRAM,Avenida Brasil - 9727 PENHA,Rio de Janeiro,RJ
FACULDADE DE CIÊNCIAS APLICADAS DE LIMOEIRO (FACAL),FACAL,Avenida Jerônimo Heraclio - 81 CENTRO,Limoeiro,PE
FACULDADE DE CIÊNCIAS APLICADAS DE LIMOEIRO,-,SÍTIO INHUMAS - S/N Área Rural de Belo Jardim,Belo Jardim,PE
FACULDADE DE CIÊNCIAS APLICADAS E SOCIAIS DE PETROLINA (FACAPE),FACAPE,Campus Universitário - S/N VILA EDUARDO,Petrolina,PE
Faculdade de Ciências Aplicadas Piauiense (FACAPI),FACAPI,Rua Professora Mulata Lima - Fátima,Campo Maior,PI
FACULDADE DE CIÊNCIAS BIOMÉDICAS DE CACOAL (FACIMED),FACIMED,Avenida Cuiabá - 3087 Jardim Clodoaldo,Cacoal,RO
FACULDADE DE CIÊNCIAS BIOMÉDICAS DO ESPÍRITO SANTO (PIO XII - BIO),PIO XII - BIO,Rua Bolívar de Abreu - 48 Campo Grande,Cariacica,ES
FACULDADE DE CIÊNCIAS CONTÁBEIS (FACIC),FACIC,Rua Salete - 50 Barris,Salvador,BA
FACULDADE DE CIÊNCIAS CONTÁBEIS DE ARAGUAÍNA (ITPAC),ITPAC,Avenida Filadélfia - 568 Setor Oeste,Araguaína,TO
FACULDADE DE CIÊNCIAS CONTÁBEIS DE ASSIS (FCCA),FCCA,Avenida Doutor Dória - 260 Vila Ouro Verde,Assis,SP
FACULDADE DE CIÊNCIAS CONTÁBEIS DE ITABIRITO (FACCI),FACCI,Rua Matozinhos - 293 Matozinhos,Itabirito,MG
FACULDADE DE CIÊNCIAS CONTÁBEIS DE NAVIRAI (FACINAV),FACINAV,RUA LAURENTINO PIRES DE ARRUDA - 220 JARDIM PROGRESSO,Naviraí,MS
FACULDADE DE CIÊNCIAS CONTÁBEIS DE NOVA ANDRADINA - FACINAN (FACINAN),FACINAN,Avenida Antônio Joaquim de Moura Andrade - 910 Centro,Nova Andradina,MS
FACULDADE DE CIÊNCIAS CONTÁBEIS DE RECIFE (FACCOR),FACCOR,Avenida Sigismundo Gonçalves - 375 Varadouro,Olinda,PE
FACULDADE DE CIÊNCIAS CONTÁBEIS E ADMINISTRATIVAS DE CACHOEIRO DO ITAPEMIRIM (FACCACI),FACCACI,Rodovia Eng. Fabiano Vivacqua - Br 482 - Km 05 Morro Grande,Cachoeiro de Itapemirim,ES
FACULDADE DE CIÊNCIAS CONTÁBEIS E DE ADMINISTRAÇÃO DE EMPRESAS (FCCAE),FCCAE,Avenida Ernani Cardoso - 335 Cascadura,Rio de Janeiro,RJ
FACULDADE DE CIÊNCIAS DA BAHIA - FACIBA (FACIBA),FACIBA,Rua Direita da Piedade - 2 Barris,Salvador,BA
FACULDADE DE CIÊNCIAS DA FUNDAÇÃO INSTITUTO TECNOLÓGICO DE OSASCO (FAC-FITO),FAC-FITO,RUA ANGÉLICA - 100 JD. DAS FLORES,Osasco,SP
FACULDADE DE CIÊNCIAS DA SAÚDE ARCHIMEDES THEODORO (FAC - SAUDE ARTHE),FAC - SAUDE ARTHE,PRAÇA LAROCA - 29 VILA LAROCA,Além Paraíba,MG
FACULDADE DE CIÊNCIAS DA SAÚDE DE BARRETOS DR. PAULO PRATA (FCSB),FCSB,Avenida Loja Maçônica Renovadora 68 - 100 Nova América,Barretos,SP
FACULDADE DE CIÊNCIAS DA SAÚDE DE SÃO PAULO (FACIS),FACIS,Rua Carlos Petit - 401 Vila Mariana,São Paulo,SP
Faculdade de Ciências da Saúde de Serra Talhada (FACISST),FACISST,Avenida Afonso Magalhães - SN São Cristóvão,Serra Talhada,PE
FACULDADE DE CIÊNCIAS DA SAÚDE DE UNAÍ (FACISA),FACISA,Avenida Governador Valadares - 1441 Centro,Unaí,MG
Faculdade de Ciências da Saúde IGESP,-,Rua da Consolação - 1025 Consolação,São Paulo,SP
Faculdade de Ciências da Saúde Moinhos de Vento (FACSMV),FACSMV,Rua Ramiro Barcelos - 996 Floresta,Porto Alegre,RS
Faculdade de Ciências de Goiana (FCG),FCG,Rua da Telpe - 621 Centro,Goiana,PE
Faculdade de Ciências de Timbaúba (FACET),FACET,Av Antonio Xavier de Morais - 05 Sapucaia,Timbaúba,PE
FACULDADE DE CIÊNCIAS DE TIMBAÚBA (FACET),FACET,Av Antonio Xavier de Morais - 3 SAPUCAIA,Timbaúba,PE
FACULDADE DE CIÊNCIAS DE WENCESLAU BRAZ (FACIBRA),FACIBRA,Rua Expedicionários - 930 Centro,Wenceslau Braz,PR
FACULDADE DE CIÊNCIAS DO TOCANTINS (FACIT),FACIT,Rua D - 25 George Yunes,Araguaína,TO
FACULDADE DE CIÊNCIAS ECONÔMICAS (FACAMP),FACAMP,"Estrada Municipal Unicamp, Telebrás, Km 1 - s/n Barão Geraldo",Campinas,SP
"FACULDADE DE CIÊNCIAS ECONÔMICAS, ADMINISTRATIVAS E DA COMPUTAÇÃO DOM BOSCO (FCEACDB)",FCEACDB,Avenida Professor Antonio Esteves - 01 Morada da Colina,Resende,RJ
FACULDADE DE CIÊNCIAS ECONÔMICAS DA REGIÃO CARBONÍFERA (FACIERC),FACIERC,Rua Henrique Lage - 560 Centro,Criciúma,SC
FACULDADE DE CIÊNCIAS ECONÔMICAS DO TRIÂNGULO MINEIRO (FCETM),FCETM,Rua Ronam Martins Marquez - 487 Universitário,Uberaba,MG
"Faculdade de Ciências, Educação e Teologia do Norte do Brasil (FACETEN)",FACETEN,Avenida dos Bandeirantes - 900 Pricumã,Boa Vista,RR
"Faculdade de Ciências, Educação, Saúde, Pesquisa e Gestão (FSF)",FSF,Rua Emydio Maia Santos - 1035 Vila dos Coroados,São Fidélis,RJ
Faculdade de Ciências Educacionais de Capim Grosso (FCG),FCG,Rua Floresta - s/n Loteamento Pousada das Mangueiras,Capim Grosso,BA
FACULDADE DE CIÊNCIAS EDUCACIONAIS DE SERGIPE (FCES),FCES,Avenida Delmiro Gouveia - 800 Coroa do Meio,Aracaju,SE
Faculdade de Ciências Educacionais do Rio Grande do Norte (FACERN),FACERN,Avenida Hermes da Fonseca - 1582 Tirol,Natal,RN
Faculdade de Ciências Educacionais e Empresariais de Natal (FACEN),FACEN,Av. Prudente de Morais - 3510 Lagoa Nova,Natal,RN
FACULDADE DE CIÊNCIAS E EDUCAÇÃO DO ESPÍRITO SANTO (UNIVES),UNIVES,Avenida Saturnino Rangel Mauro - 420 Jardim da Penha,Vitória,ES
FACULDADE DE CIÊNCIAS E EDUCAÇÃO SENA AIRES (FACESA),FACESA,Rua Acre Quadra 2 - 17/18 Chácaras Anhanguera,Valparaíso de Goiás,GO
FACULDADE DE CIÊNCIAS E EMPREENDEDORISMO (FACEMP),FACEMP,Praça Doutor Renato Machado - 10C Centro,Santo Antônio de Jesus,BA
FACULDADE DE CIÊNCIAS E LETRAS DE BRAGANÇA PAULISTA (FESB),FESB,Avenida Francisco Samuel Lucche Filho - 770 Penha,Bragança Paulista,SP
Faculdade de Ciências e Saúde Edufor (EDUFOR),EDUFOR,Avenida dos Expedicionários - 51 João Paulo,São Luís,MA
FACULDADE DE CIÊNCIAS E TECNOLOGIA DA BAHIA (FACITE),FACITE,Rua Emílio Marques - 298 Loteamento do Parque de Exposição,Santa Maria da Vitória,BA
FACULDADE DE CIÊNCIAS E TECNOLOGIA DE BIRIGUI (FATEB),FATEB,Rua Antônio Simões - 04 Centro,Birigui,SP
Faculdade de Ciências e Tecnologia de Janaúba (FACITEC),FACITEC,Rua Cirilo Barbosa - 18 Centro,Janaúba,MG
FACULDADE DE CIÊNCIAS E TECNOLOGIA DE TERESINA (FACET),FACET,Rua Areolino de Abreu - 1941 Centro/Norte,Teresina,PI
FACULDADE DE CIÊNCIAS E TECNOLOGIA DE UNAÍ - FACTU (FACTU),FACTU,Rua Eduardo Rodrigues Barbosa - 180 Centro,Unaí,MG
FACULDADE DE CIÊNCIAS E TECNOLOGIA DE VIÇOSA (FAVIÇOSA),FAVIÇOSA,Avenida Maria de Paula Santana - 3.815 Silvestre,Viçosa,MG
Faculdade de Ciências e Tecnologia Paschoal Dantas,-,Rua Capitão Avelino Carneiro - 245 Penha,São Paulo,SP
Faculdade de Ciências e Tecnologia Paulistana (FACITEP),FACITEP,Rua Cordeiro de Silva - 165 - 185 Parada de Taipas,São Paulo,SP
FACULDADE DE CIÊNCIAS E TECNOLOGIA PROFESSOR DIRSON MACIEL DE BARROS (FADIMAB),FADIMAB,Rua Poço do Rei - S/N CENTRO,Goiana,PE
FACULDADE DE CIÊNCIAS E TECNOLOGIAS DE CAMPOS GERAIS (FACICA),FACICA,Rua Santa Terezinha - 389 Centro,Campos Gerais,MG
FACULDADE DE CIÊNCIAS GERENCIAIS,-,Rua Maria Rosa da Silva - 151 Jardim Paraíso,São Joaquim da Barra,SP
FACULDADE DE CIÊNCIAS GERENCIAIS ALVES FORTES (FACE - ALFOR),FACE - ALFOR,BR 116 - Km 820 - 305 São Luiz,Além Paraíba,MG
FACULDADE DE CIÊNCIAS GERENCIAIS - COTIA (FCG - COTIA),FCG - COTIA,Rua Howard Archibald Acheson - 393 Jardim da Glória,Cotia,SP
FACULDADE DE CIÊNCIAS GERENCIAIS DE BICAS (FCGB),FCGB,Rua Áurea Aliada Pereira Lanha - 107 Centro,Bicas,MG
FACULDADE DE CIÊNCIAS GERENCIAIS DE SÃO GOTARDO (CESG),CESG,Avenida Francisco Resende Filho - 35 Boa Esperança,São Gotardo,MG
FACULDADE DE CIÊNCIAS GERENCIAIS PADRE ARNALDO JANSSEN (FAJANSSEN),FAJANSSEN,Praça João Pessoa - 200 Funcionários,Belo Horizonte,MG
FACULDADE DE CIÊNCIAS HUMANAS (IMENSU),IMENSU,AV. THOMAZ RODRIGUES DA CRUZ - 1113 BARREIRO,Mairiporã,SP
FACULDADE DE CIÊNCIAS HUMANAS DE AGUAÍ (FACHA),FACHA,Rua Xv de Novembro - 1326 Centro,Aguaí,SP
FACULDADE DE CIÊNCIAS HUMANAS DE CURVELO (FACIC),FACIC,Avenida Jk - 1441 Jockey Clube,Curvelo,MG
FACULDADE DE CIÊNCIAS HUMANAS DE FORTALEZA (FCHFOR),FCHFOR,RUA DONA LEOPOLDINA - 895 CENTRO,Fortaleza,CE
FACULDADE DE CIÊNCIAS HUMANAS DE OLINDA (FACHO),FACHO,"Rodovia PE 15, KM 3.6 - S/N Ouro Preto",Olinda,PE
FACULDADE DE CIÊNCIAS HUMANAS DE PERNAMBUCO (FCHPE),FCHPE,Avenida João de Barros - 561 Boa Vista,Recife,PE
FACULDADE DE CIÊNCIAS HUMANAS DO ESTADO DE SÃO PAULO (FACIC),FACIC,Rua dos Andradas - 1039 Vila Brasil,Cruzeiro,SP
FACULDADE DE CIÊNCIAS HUMANAS DO SERTÃO CENTRAL (FACHUSC),FACHUSC,RUA ANTÔNIO FILGUEIRA SAMPAIO - 134 AUGUSTO SAMPAIO,Salgueiro,PE
FACULDADE DE CIÊNCIAS HUMANAS DO VALE DO PIRANGA (FAVAP),FAVAP,RUA CANTIDIO DRUMOND - 92 CENTRO,Ponte Nova,MG
FACULDADE DE CIÊNCIAS HUMANAS DO VALE DO RIO GRANDE (FCHVRG),FCHVRG,Av. Gov. Adhemar Pereira de Barros - 1200 Distrito Industrial,Olímpia,SP
FACULDADE DE CIÊNCIAS HUMANAS E BIOLÓGICAS E DA SAÚDE,-,Avenida Paulo Cezar Pereira Aranda - 241 Jardim Riva,Primavera do Leste,MT
"FACULDADE DE CIÊNCIAS HUMANAS, ECONÔMICAS E DA SAÚDE (FAHESA/ITPAC PALMAS)",FAHESA/ITPAC PALMAS,Quadra 202 Sul Rua NS B Lote 03 Conjunto 02 - Plano Diretor Sul,Palmas,TO
FACULDADE DE CIÊNCIAS HUMANAS E EXATAS DO SERTÃO DO SÃO FRANCISCO (FACESF),FACESF,Rua Coronel Trapiá - 202 Centro,Belém de São Francisco,PE
FACULDADE DE CIÊNCIAS HUMANAS E SOCIAIS APLICADAS DO CABO DE SANTO AGOSTINHO (FACHUCA),FACHUCA,Rua do Campo - S/N Destilaria,Cabo de Santo Agostinho,PE
FACULDADE DE CIÊNCIAS HUMANAS E SOCIAIS DE ARARIPINA - FACISA (FACISA),FACISA,Rodovia Araripina/Lagoa de Dentro Km2 - s/n Vila Santa Maria,Araripina,PE
FACULDADE DE CIÊNCIAS HUMANAS E SOCIAIS DE IGARASSU (FACIG),FACIG,"RODOVIA BR 101-NORTE, KM 25 - S/N Centro",Igarassu,PE
Faculdade de Ciencias Humanas e Sociais de Serra Talhada (FACHUSST),FACHUSST,"Avenida Afonso Magalhães, s/n FAFOPST-Faculdade de Formação de Professores de Serra Talhada - s/n Várzea",Serra Talhada,PE
FACULDADE DE CIÊNCIAS HUMANAS E SOCIAIS DO XINGU E AMAZÔNIA (FACX),FACX,Rua Abel Figueiredo - Aparecida,Altamira,PA
FACULDADE DE CIÊNCIAS HUMANAS ESUDA (FCHE),FCHE,Rua Almeida Cunha - 100 Santo Amaro,Recife,PE
"FACULDADE DE CIÊNCIAS HUMANAS,EXATAS E DA SAÚDE DO PIAUÍ (FAHESP)",FAHESP,Avenida Evandro Lins e Silva - 4436 Sabiazal,Parnaíba,PI
Faculdade de Ciências Jurídicas de Alagoinhas,-,Rua Lauro de Freitas - 198 Centro,Alagoinhas,BA
Faculdade de Ciências Jurídicas de Arapiraca,-,Rua Professor Domingos Correia - 1461 Ouro Preto,Arapiraca,AL
Faculdade de Ciências Jurídicas de Belo Jardim,-,Rua Doutor Henrique Nascimento - 41 São Pedro,Belo Jardim,PE
Faculdade de Ciências Jurídicas de Bom Jesus da Lapa,-,Primeira Travessa do Aeroporto - 28 Consolação,Bom Jesus da Lapa,BA
Faculdade de Ciências Jurídicas de Brumado,-,Rua Eugênia Dantas Araujo - 55 Hospital,Brumado,BA
Faculdade de Ciências Jurídicas de Campina Grande,-,Rua Marquês do Herval - 39 Centro,Campina Grande,PB
Faculdade de Ciências Jurídicas de Catanduva,-,Rua Belém - 892 Centro,Catanduva,SP
Faculdade de Ciências Jurídicas de Cruz das Almas,-,Avenida Mata Pereira - 410 Centro,Cruz das Almas,BA
Faculdade de Ciências Jurídicas de Erechim,-,Avenida XV de Novembro - 237 Centro,Erechim,RS
Faculdade de Ciências Jurídicas de Eunápolis,-,Rua Edgard Trancoso - 21 CENTRO,Eunápolis,BA
Faculdade de Ciências Jurídicas de Franca,-,Avenida Professor Moacir Vieira Coelho - 3125 Residencial Nosso Lar,Franca,SP
Faculdade de Ciências Jurídicas de Guanambi,-,Rua Olavo Bilac - 125 Centro,Guanambi,BA
Faculdade de Ciências Jurídicas de Irecê,-,Rua Maria Conceição Lordelo Nunes - 87 Centro,Irecê,BA
Faculdade de Ciências Jurídicas de Itabira,-,Rua Santana - 235 Penha,Itabira,MG
Faculdade de Ciências Jurídicas de Itapeva,-,Rua Benjamin Constant - 654 Jardim Ferrari,Itapeva,SP
Faculdade de Ciências Jurídicas de Itumbiara,-,Rua Leopoldo de Bulhões - 850 Setor Santos Dumont,Itumbiara,GO
Faculdade de Ciências Jurídicas de Jacobina,-,Rua Coronel João Vieira - 38 Centro,Jacobina,BA
Faculdade de Ciências Jurídicas de Jequié,-,Avenida Franz Gedeon - 485 Jequiezinho,Jequié,BA
Faculdade de Ciências Jurídicas de Juiz de Fora,-,Avenida Barão do Rio Branco - 499 Manoel Honório,Juiz de Fora,MG
Faculdade de Ciências Jurídicas de Luziânia,-,Rua Bate Couro - 425 Rosário,Luziânia,GO
Faculdade de Ciências Jurídicas de Marabá,-,Rua Norberto de Melo - 1387 Velha Marabá,Marabá,PA
Faculdade de Ciências Jurídicas de Marília,-,Rua Floriano Peixoto - 282 Barbosa,Marília,SP
Faculdade de Ciências Jurídicas de Mogi Guaçu,-,Rua Barretos - 57 Jardim Cruzeiro,Mogi Guaçu,SP
Faculdade de Ciências Jurídicas de Paragominas,-,Rua Lameira Bittencourt - 523 Centro,Paragominas,PA
FACULDADE DE CIÊNCIAS JURÍDICAS DE PARAÍSO DO TOCANTINS (FCJP),FCJP,Av. Transbrasiliana - 2625 Vila Milena,Paraíso do Tocantins,TO
Faculdade de Ciências Jurídicas de Petrolina,-,Avenida Monsenhor Ângelo Sampaio - 696 Vila Eduardo,Petrolina,PE
Faculdade de Ciências Jurídicas de Pouso Alegre,-,Praça Dom Otávio - 270 Centro,Pouso Alegre,MG
Faculdade de Ciências Jurídicas de Ribeirão das Neves,-,Rua Ari Teixeira da Costa - 1500 Savassi,Ribeirão das Neves,MG
Faculdade de Ciências Jurídicas de Rio Branco,-,Estrada São do Francisco - S/N Baixa da Colina,Rio Branco,AC
Faculdade de Ciências Jurídicas de Rio Verde,-,Rua Henriqueta Assunção - 48 Setor Central,Rio Verde,GO
Faculdade de Ciências Jurídicas de Santa Cruz do Sul,-,Rua Ernesto Alves - 1.195 Centro,Santa Cruz do Sul,RS
Faculdade de Ciências Jurídicas de Santo Antônio de Jesus,-,Praça Félix Gaspar - 01 Centro,Santo Antônio de Jesus,BA
Faculdade de Ciências Jurídicas de Sao João da Boa Vista,-,Rua Cristiano Osório - 10/30 São Lázaro,São João da Boa Vista,SP
Faculdade de Ciências Jurídicas de São José do Rio Preto,-,Rua José Scarpelli Sobrinho - S/N Jardim Vivendas,São José do Rio Preto,SP
Faculdade de Ciências Jurídicas de Serra,-,Rua Nelcy Lopes Vieira - 199 Jardim Limoeiro,Serra,ES
Faculdade de Ciências Jurídicas de Serrinha,-,Rua Avenida Getúlio Vargas - 1525 Quadra Estação,Serrinha,BA
Faculdade de Ciências Jurídicas de Sete Lagoas,-,Rua Monsenhor Messias - 94 Centro,Sete Lagoas,MG
Faculdade de Ciências Jurídicas de Tianguá,-,Rua Vereador Manoel Frota - 363 Planalto,Tianguá,CE
Faculdade de Ciências Jurídicas de Tucuruí,-,Rua A - 422 Jardim Paraíso,Tucuruí,PA
Faculdade de Ciências Jurídicas de Uruguaiana,-,Rua Duque de Caxias - 3148 São Miguel,Uruguaiana,RS
FACULDADE DE CIÊNCIAS JURÍDICAS E SOCIAIS APLICADAS DE PRIMAVERA DO LESTE,-,Avenida Paulo Cezar Pereira Aranda - 241 Jardim Riva,Primavera do Leste,MT
FACULDADE DE CIÊNCIAS JURÍDICAS E SOCIAIS DE MACEIÓ (FAMA),FAMA,Rua Fernandes de Barros - 161 Centro,Maceió,AL
"FACULDADE DE CIÊNCIAS JURÍDICAS, GERENCIAIS E EDUCAÇÃO DE SINOP",-,Avenida Alexandre Ferronato - 955 Setor Industrial,Sinop,MT
Faculdade de Ciências Médicas Aggeu Magalhães (FAMA),FAMA,Avenida Afonso Magalhães - 354 Centro,Serra Talhada,PE
FACULDADE DE CIÊNCIAS MÉDICAS DA PARAÍBA (FCM-PB),FCM-PB,Ladeira de São Francisco - 16 Centro,João Pessoa,PB
FACULDADE DE CIÊNCIAS MÉDICAS DA SANTA CASA SÃO PAULO (FCMSCSP),FCMSCSP,RUA DOUTOR CESÁRIO MOTA JÚNIOR - 61 VILA BUARQUE,São Paulo,SP
FACULDADE DE CIÊNCIAS MÉDICAS DE MINAS GERAIS (FCMMG),FCMMG,Alameda Ezequiel Dias - 275 Centro,Belo Horizonte,MG
Faculdade de Ciências Médicas de São José dos Campos,-,Avenida Brigadeiro Faria Lima - 811 Putim,São José dos Campos,SP
Faculdade de Ciências Médicas de Três Rios (FCM/TR),FCM/TR,Rua Isaltino Silveira - 1470 Cantagalo,Três Rios,RJ
FACULDADE DE CIÊNCIAS MÉDICAS DO PARÁ (FACIMPA),FACIMPA,"Folha 32, quadra especial - Nova Marabá",Marabá,PA
FACULDADE DE CIÊNCIAS MÉDICAS E DA SAÚDE DE JUIZ DE FORA (FCMS/JF),FCMS/JF,Alameda Salvaterra - 200 Salvaterra,Juiz de Fora,MG
FACULDADE DE CIÊNCIAS SOCIAIS APLICADAS (FACISA),FACISA,Rodovia Br 101 Km 808 - 1130 Santo Antonio do Monte,Itamaraju,BA
FACULDADE DE CIÊNCIAS SOCIAIS APLICADAS (FACISA),FACISA,Rodovia Br 282 Km 528 - S/N Linha Limeira,Xaxim,SC
FACULDADE DE CIÊNCIAS SOCIAIS APLICADAS,-,Avenida Paulo Cezar Pereira Aranda - 241 Jardim Riva,Primavera do Leste,MT
FACULDADE DE CIÊNCIAS SOCIAIS APLICADAS,-,Avenida Vergílio Favetti - 1200 Vila Alta,Tangará da Serra,MT
FACULDADE DE CIÊNCIAS SOCIAIS APLICADAS DE BELO HORIZONTE (FACISABH),FACISABH,Avenida Antônio Carlos - 521 Lagoinha,Belo Horizonte,MG
FACULDADE DE CIÊNCIAS SOCIAIS APLICADAS DE EXTREMA (FAEX),FAEX,Estrada Municipal Pedro Rosa da Silva - s/n Vila Rica,Extrema,MG
FACULDADE DE CIÊNCIAS SOCIAIS APLICADAS DE MARABÁ (FACIMAB),FACIMAB,Quadra 08 Lote 01 - Loteamento Novo Progresso - s/n São Felix,Marabá,PA
FACULDADE DE CIÊNCIAS SOCIAIS APLICADAS DE MINAS GERAIS (FACISAMG),FACISAMG,Avenida Tanus Saliba - 468 CENTRO,Juatuba,MG
FACULDADE DE CIÊNCIAS SOCIAIS APLICADAS DE SINOP (FACISAS),FACISAS,Estrada Nanci - 900 Eunice,Sinop,MT
FACULDADE DE CIÊNCIAS SOCIAIS APLICADAS DO SUL DE MINAS - FACESM (FACESM),FACESM,Avenida Presidente Tancredo de Almeida Neves - 45 São Judas Tadeu,Itajubá,MG
FACULDADE DE CIÊNCIAS SOCIAIS APLICADAS DO VALE DO SÃO LOURENÇO (EDUVALE),EDUVALE,Rua Caiçara - 2114 Centro,Jaciara,MT
FACULDADE DE CIÊNCIAS SOCIAIS APLICADAS E DE TECNOLOGIAS DE AGUA BOA (FACESA),FACESA,Avenida Planalto - s/n Cidade Universitária,Água Boa,MT
FACULDADE DE CIÊNCIAS SOCIAIS DOS PALMARES (FACIP),FACIP,Br 101 K 186 Sul - s/n Engenho São Manoel,Palmares,PE
FACULDADE DE CIÊNCIAS SOCIAIS E AGRÁRIAS DE ITAPEVA (FAIT),FAIT,Rodovia Francisco Alves Negrão (SP 258) - Km 285 Pilão d'Água,Itapeva,SP
FACULDADE DE CIÊNCIAS SOCIAIS E APLICADAS DO PARANÁ (FACET),FACET,Rua Marechal Floriano Peixoto - 470 Centro,Curitiba,PR
FACULDADE DE CIÊNCIAS SOCIAIS E HUMANAS SOBRAL PINTO (FAIESP),FAIESP,Rua Floriano Peixoto - 597 Centro,Rondonópolis,MT
FACULDADE DE CIÊNCIAS TECNOLÓGICAS DE FORTALEZA (FCTFOR),FCTFOR,Rua D. Leopoldina - 912 Aldeota,Fortaleza,CE
FACULDADE DECISÃO (FADEC),FADEC,Rua Marechal Guilherme - 65 Centro,Florianópolis,SC
FACULDADE DECISION DE NEGÓCIOS,-,Avenida Praia de Belas - 1510 Menino Deus,Porto Alegre,RS
FACULDADE DE COLIDER (FACIDER),FACIDER,Avenida Senador Julio Campos - 995 Centro,Colíder,MT
Faculdade de Colinas do Tocantins,-,Rua Goianésia - 1132 Novo Planalto,Colinas do Tocantins,TO
FACULDADE DE COMPUTAÇÃO DE MONTES CLAROS,-,Rua Lírio Brant - 511 Melo,Montes Claros,MG
"FACULDADE DE COMUNICAÇÃO E DESIGN ""OSWALDO CRUZ""",-,Rua Conselheiro Brotero - 475 Barra Funda,São Paulo,SP
FACULDADE DE COMUNICAÇÃO E TURISMO DE OLINDA (FACOTTUR),FACOTTUR,Av.Getúlio Vargas - 1360 Bairro Novo,Olinda,PE
FACULDADE DE COMUNICAÇÃO PITÁGORAS UNIDADE GUARAPARI (PIT GUARAPARI),PIT GUARAPARI,Rodovia Jones dos Santos Neves - 1000 Lagoa Funda,Guarapari,ES
FACULDADE DE CONCHAS,-,Rua Itaipu - 157 Vila Seminário,Conchas,SP
FACULDADE DE CORNÉLIO PROCÓPIO,-,Rua Antonio Paiva Junior - 202 Centro,Cornélio Procópio,PR
